project_slug,reference_area_sqft,bedrooms,bathrooms,normalized_type,confidence,evidence_kind,evidence_url,evidence_note
j_gateway,689,2,2,2b2b,medium,third_party_original_brochure,https://stacked-condo-database.sgp1.digitaloceanspaces.com/stacked-condo-database/brochure/J Gateway/J Gateway Brochure.pdf,[auto-stacked] Stacked-hosted original brochure text lists B1c at 689 sqft; bedroom count comes from brochure type/category and bathroom count is inferred from floor-plan labels/standard layout convention.
j_gateway,700,2,2,2b2b,medium,third_party_original_brochure,https://stacked-condo-database.sgp1.digitaloceanspaces.com/stacked-condo-database/brochure/J Gateway/J Gateway Brochure.pdf,[auto-stacked] Stacked-hosted original brochure text lists B1a at 700 sqft; bedroom count comes from brochure type/category and bathroom count is inferred from floor-plan labels/standard layout convention.
j_gateway,710,2,2,2b2b,medium,third_party_original_brochure,https://stacked-condo-database.sgp1.digitaloceanspaces.com/stacked-condo-database/brochure/J Gateway/J Gateway Brochure.pdf,[auto-stacked] Stacked-hosted original brochure text lists B1b at 710 sqft; bedroom count comes from brochure type/category and bathroom count is inferred from floor-plan labels/standard layout convention.
j_gateway,721,2,2,2b2b,medium,third_party_original_brochure,https://stacked-condo-database.sgp1.digitaloceanspaces.com/stacked-condo-database/brochure/J Gateway/J Gateway Brochure.pdf,[auto-stacked] Stacked-hosted original brochure text lists B2a at 721 sqft; bedroom count comes from brochure type/category and bathroom count is inferred from floor-plan labels/standard layout convention.
j_gateway,743,2,2,2b2b,medium,third_party_original_brochure,https://stacked-condo-database.sgp1.digitaloceanspaces.com/stacked-condo-database/brochure/J Gateway/J Gateway Brochure.pdf,[auto-stacked] Stacked-hosted original brochure text lists SB2 at 743 sqft; bedroom count comes from brochure type/category and bathroom count is inferred from floor-plan labels/standard layout convention.
j_gateway,893,3,2,3b2b,medium,third_party_original_brochure,https://stacked-condo-database.sgp1.digitaloceanspaces.com/stacked-condo-database/brochure/J Gateway/J Gateway Brochure.pdf,[auto-stacked] Stacked-hosted original brochure text lists C1a at 893 sqft; bedroom count comes from brochure type/category and bathroom count is inferred from floor-plan labels/standard layout convention.
j_gateway,947,3,2,3b2b,medium,third_party_original_brochure,https://stacked-condo-database.sgp1.digitaloceanspaces.com/stacked-condo-database/brochure/J Gateway/J Gateway Brochure.pdf,[auto-stacked] Stacked-hosted original brochure text lists C2a at 947 sqft; bedroom count comes from brochure type/category and bathroom count is inferred from floor-plan labels/standard layout convention.
j_gateway,969,3,2,3b2b,medium,third_party_original_brochure,https://stacked-condo-database.sgp1.digitaloceanspaces.com/stacked-condo-database/brochure/J Gateway/J Gateway Brochure.pdf,[auto-stacked] Stacked-hosted original brochure text lists C2c at 969 sqft; bedroom count comes from brochure type/category and bathroom count is inferred from floor-plan labels/standard layout convention.
j_gateway,1055,3,3,3b3b,medium,third_party_original_brochure,https://stacked-condo-database.sgp1.digitaloceanspaces.com/stacked-condo-database/brochure/J Gateway/J Gateway Brochure.pdf,[auto-stacked] Stacked-hosted original brochure text lists C3a at 1055 sqft; bedroom count comes from brochure type/category and bathroom count is inferred from floor-plan labels/standard layout convention.
j_gateway,1076,3,3,3b3b,medium,third_party_original_brochure,https://stacked-condo-database.sgp1.digitaloceanspaces.com/stacked-condo-database/brochure/J Gateway/J Gateway Brochure.pdf,[auto-stacked] Stacked-hosted original brochure text lists C3 at 1076 sqft; bedroom count comes from brochure type/category and bathroom count is inferred from floor-plan labels/standard layout convention.
j_gateway,1206,4,3,4b3b,medium,third_party_original_brochure,https://stacked-condo-database.sgp1.digitaloceanspaces.com/stacked-condo-database/brochure/J Gateway/J Gateway Brochure.pdf,[auto-stacked] Stacked-hosted original brochure text lists D1c at 1206 sqft; bedroom count comes from brochure type/category and bathroom count is inferred from floor-plan labels/standard layout convention.
j_gateway,1238,4,3,4b3b,medium,third_party_original_brochure,https://stacked-condo-database.sgp1.digitaloceanspaces.com/stacked-condo-database/brochure/J Gateway/J Gateway Brochure.pdf,[auto-stacked] Stacked-hosted original brochure text lists D1a at 1238 sqft; bedroom count comes from brochure type/category and bathroom count is inferred from floor-plan labels/standard layout convention.
j_gateway,1259,4,4,4b4b,medium,third_party_original_brochure,https://stacked-condo-database.sgp1.digitaloceanspaces.com/stacked-condo-database/brochure/J Gateway/J Gateway Brochure.pdf,[auto-stacked] Stacked-hosted original brochure text lists D1b at 1259 sqft; bedroom count comes from brochure type/category and bathroom count is inferred from floor-plan labels/standard layout convention.
kent_ridge_hill,484,1,1,1b1b,medium,third_party_original_brochure,https://stacked-condo-database.sgp1.digitaloceanspaces.com/stacked-condo-database/brochure/Kent Ridge Hill Residences/Kent Ridge Hill Residences Brochure.pdf,[auto-stacked] Stacked-hosted original brochure text lists TYPE A2-P at 484 sqft; bedroom count comes from brochure type/category and bathroom count is inferred from floor-plan labels/standard layout convention.
kent_ridge_hill,517,1,1,1b1b,medium,third_party_original_brochure,https://stacked-condo-database.sgp1.digitaloceanspaces.com/stacked-condo-database/brochure/Kent Ridge Hill Residences/Kent Ridge Hill Residences Brochure.pdf,[auto-stacked] Stacked-hosted original brochure text lists TYPE AS1 at 517 sqft; bedroom count comes from brochure type/category and bathroom count is inferred from floor-plan labels/standard layout convention.
kent_ridge_hill,570,1,1,1b1b,medium,third_party_original_brochure,https://stacked-condo-database.sgp1.digitaloceanspaces.com/stacked-condo-database/brochure/Kent Ridge Hill Residences/Kent Ridge Hill Residences Brochure.pdf,[auto-stacked] Stacked-hosted original brochure text lists TYPE A1b-H at 570 sqft; bedroom count comes from brochure type/category and bathroom count is inferred from floor-plan labels/standard layout convention.
kent_ridge_hill,614,1,1,1b1b,medium,third_party_original_brochure,https://stacked-condo-database.sgp1.digitaloceanspaces.com/stacked-condo-database/brochure/Kent Ridge Hill Residences/Kent Ridge Hill Residences Brochure.pdf,[auto-stacked] Stacked-hosted original brochure text lists TYPE AS2-P at 614 sqft; bedroom count comes from brochure type/category and bathroom count is inferred from floor-plan labels/standard layout convention.
kent_ridge_hill,646,2,2,2b2b,medium,third_party_original_brochure,https://stacked-condo-database.sgp1.digitaloceanspaces.com/stacked-condo-database/brochure/Kent Ridge Hill Residences/Kent Ridge Hill Residences Brochure.pdf,[auto-stacked] Stacked-hosted original brochure text lists TYPE B1-P at 646 sqft; bedroom count comes from brochure type/category and bathroom count is inferred from floor-plan labels/standard layout convention.
kent_ridge_hill,657,2,2,2b2b,medium,third_party_original_brochure,https://stacked-condo-database.sgp1.digitaloceanspaces.com/stacked-condo-database/brochure/Kent Ridge Hill Residences/Kent Ridge Hill Residences Brochure.pdf,[auto-stacked] Stacked-hosted original brochure text lists TYPE B2b at 657 sqft; bedroom count comes from brochure type/category and bathroom count is inferred from floor-plan labels/standard layout convention.
kent_ridge_hill,732,2,2,2b2b,medium,third_party_original_brochure,https://stacked-condo-database.sgp1.digitaloceanspaces.com/stacked-condo-database/brochure/Kent Ridge Hill Residences/Kent Ridge Hill Residences Brochure.pdf,[auto-stacked] Stacked-hosted original brochure text lists TYPE B2-H at 732 sqft; bedroom count comes from brochure type/category and bathroom count is inferred from floor-plan labels/standard layout convention.
kent_ridge_hill,743,2,2,2b2b,medium,third_party_original_brochure,https://stacked-condo-database.sgp1.digitaloceanspaces.com/stacked-condo-database/brochure/Kent Ridge Hill Residences/Kent Ridge Hill Residences Brochure.pdf,[auto-stacked] Stacked-hosted original brochure text lists TYPE B1-H at 743 sqft; bedroom count comes from brochure type/category and bathroom count is inferred from floor-plan labels/standard layout convention.
kent_ridge_hill,775,2,2,2b2b,medium,third_party_original_brochure,https://stacked-condo-database.sgp1.digitaloceanspaces.com/stacked-condo-database/brochure/Kent Ridge Hill Residences/Kent Ridge Hill Residences Brochure.pdf,[auto-stacked] Stacked-hosted original brochure text lists TYPE BS3 at 775 sqft; bedroom count comes from brochure type/category and bathroom count is inferred from floor-plan labels/standard layout convention.
kent_ridge_hill,786,2,2,2b2b,medium,third_party_original_brochure,https://stacked-condo-database.sgp1.digitaloceanspaces.com/stacked-condo-database/brochure/Kent Ridge Hill Residences/Kent Ridge Hill Residences Brochure.pdf,[auto-stacked] Stacked-hosted original brochure text lists TYPE BP2-P at 786 sqft; bedroom count comes from brochure type/category and bathroom count is inferred from floor-plan labels/standard layout convention.
kent_ridge_hill,797,2,2,2b2b,medium,third_party_original_brochure,https://stacked-condo-database.sgp1.digitaloceanspaces.com/stacked-condo-database/brochure/Kent Ridge Hill Residences/Kent Ridge Hill Residences Brochure.pdf,[auto-stacked] Stacked-hosted original brochure text lists TYPE BP1-P at 797 sqft; bedroom count comes from brochure type/category and bathroom count is inferred from floor-plan labels/standard layout convention.
kent_ridge_hill,850,2,2,2b2b,medium,third_party_original_brochure,https://stacked-condo-database.sgp1.digitaloceanspaces.com/stacked-condo-database/brochure/Kent Ridge Hill Residences/Kent Ridge Hill Residences Brochure.pdf,[auto-stacked] Stacked-hosted original brochure text lists TYPE BP4-P at 850 sqft; bedroom count comes from brochure type/category and bathroom count is inferred from floor-plan labels/standard layout convention.
